0 0
10 5.07102e-10
20 3.29234e-10
30 2.07626e-10
40 1.34608e-10
50 8.94953e-11
60 5.99634e-11
70 4.02565e-11
80 2.70089e-11
90 1.81256e-11
100 1.21694e-11
110 8.17487e-12
120 5.4936e-12
130 3.69272e-12
140 2.48261e-12
150 1.66926e-12
160 1.12247e-12
170 7.54843e-13
180 5.07642e-13
190 3.41407e-13
200 2.29614e-13
210 1.5443e-13
220 1.03865e-13
230 6.98577e-14
240 4.69851e-14
250 3.16015e-14
260 2.12548e-14
270 1.42958e-14
280 9.61524e-15
290 6.46714e-15
300 4.34976e-15
310 2.92562e-15
320 1.96776e-15
330 1.3235e-15
340 8.9018e-16
350 5.9873e-16
360 4.02703e-16
370 2.70856e-16
380 1.82176e-16
390 1.22531e-16
400 8.24137e-17
410 5.54311e-17
420 3.72827e-17
430 2.50761e-17
440 1.68661e-17
450 1.13441e-17
460 7.62995e-18
470 5.13187e-18
480 3.45167e-18
490 2.32158e-18
500 1.56148e-18
510 1.05025e-18
520 7.0639e-19
530 4.75114e-19
540 3.1956e-19
550 2.14934e-19
560 1.44564e-19
570 9.72328e-20
