0 0.633618
50 0.821472
100 0.232344
150 0.000377554
200 0.0402616
250 0.0507116
300 0.0180953
350 0.00728305
400 0.00458407
450 0.00289407
500 0.00161869
550 0.000885897
600 0.000495697
650 0.000281485
700 0.00015926
750 8.997e-05
800 5.07458e-05
850 2.86028e-05
900 1.6136e-05
950 9.108e-06
1000 5.14022e-06
1050 2.89937e-06
1100 1.6348e-06
1150 9.214e-07
1200 5.18867e-07
1250 2.91697e-07
1300 1.63494e-07
1350 9.11482e-08
1400 5.03234e-08
1450 2.72857e-08
1500 1.42852e-08
1550 6.94888e-09
1600 2.8089e-09
1650 4.72662e-10
1700 -8.457e-10
1750 -1.58967e-09
1800 -2.00949e-09
1850 -2.24641e-09
1900 -2.3801e-09
