0 16380.5
50 9.35556
100 3.52038
150 1.83972
200 0.410884
250 0.0691185
300 0.0437418
350 0.00175027
400 0.00412973
450 0.00120482
500 0.000101225
550 0.000281235
600 1.53415e-05
650 2.32279e-05
700 1.20598e-05
750 1.58662e-07
800 2.19015e-06
850 2.42439e-07
900 1.28491e-07
950 1.1552e-07
1000 1.3041e-10
1050 1.61161e-08
1100 3.23219e-09
1150 5.99824e-10
1200 1.03366e-09
1250 1.87287e-11
1300 1.09916e-10
1350 3.72592e-11
1400 2.02369e-12
1450 8.6492e-12
1500 4.99466e-13
1550 6.82477e-13
1600 3.86417e-13
1650 2.74055e-15
1700 6.77104e-14
1750 8.21946e-15
1800 3.73607e-15
1850 3.68423e-15
1900 5.81415e-18
