15 1 0.00103817
15 2 0.00306808
15 3 0.00500872
15 4 0.00686063
15 5 0.00862429
15 6 0.0103002
15 7 0.0118889
15 8 0.0133908
15 9 0.0148065
15 10 0.0161362
15 11 0.0173806
15 12 0.01854
15 13 0.0196148
15 14 0.0206055
15 15 0.0215122
15 16 0.0223354
15 17 0.0230755
15 18 0.0237325
15 19 0.0243069
15 20 0.0247988
15 21 0.0252085
15 22 0.025536
15 23 0.0257815
15 24 0.0259451
15 25 0.0260269
15 26 0.0260269
15 27 0.0259451
15 28 0.0257815
15 29 0.025536
15 30 0.0252085
15 31 0.0247988
15 32 0.0243069
15 33 0.0237325
15 34 0.0230755
15 35 0.0223354
15 36 0.0215122
15 37 0.0206055
15 38 0.0196148
15 39 0.01854
15 40 0.0173806
15 41 0.0161362
15 42 0.0148065
15 43 0.0133908
15 44 0.0118889
15 45 0.0103002
15 46 0.00862429
15 47 0.00686063
15 48 0.00500872
15 49 0.00306808
15 50 0.00103817


15 1 0.000678487
15 2 0.00199071
15 3 0.00324367
15 4 0.00443787
15 5 0.00557382
15 6 0.006652
15 7 0.0076729
15 8 0.00863698
15 9 0.00954471
15 10 0.0103965
15 11 0.0111929
15 12 0.0119341
15 13 0.0126207
15 14 0.013253
15 15 0.0138313
15 16 0.014356
15 17 0.0148273
15 18 0.0152456
15 19 0.015611
15 20 0.0159238
15 21 0.0161842
15 22 0.0163923
15 23 0.0165483
15 24 0.0166522
15 25 0.0167042
15 26 0.0167042
15 27 0.0166522
15 28 0.0165483
15 29 0.0163923
15 30 0.0161842
15 31 0.0159238
15 32 0.015611
15 33 0.0152456
15 34 0.0148273
15 35 0.014356
15 36 0.0138313
15 37 0.013253
15 38 0.0126207
15 39 0.0119341
15 40 0.0111929
15 41 0.0103965
15 42 0.00954471
15 43 0.00863698
15 44 0.0076729
15 45 0.006652
15 46 0.00557382
15 47 0.00443787
15 48 0.00324367
15 49 0.00199071
15 50 0.000678487

