0 1000
500 999.995
1000 999.983
1500 999.971
2000 999.959
2500 999.95
3000 999.943
3500 999.937
4000 999.933
4500 999.93
5000 999.928
5500 999.926
6000 999.925
6500 999.924
7000 999.924
7500 999.923
