0 1000
500 1000
1000 1000
1500 1000
2000 1000
2500 1000
3000 1000
3500 1000
4000 1000
4500 1000
5000 1000
5500 1000
6000 1000
6500 1000
7000 1000
7500 1000
8000 1000
8500 1000
9000 1000
9500 1000
10000 1000
10500 1000
11000 1000
11500 1000
12000 1000
12500 1000
13000 1000
13500 1000
14000 1000
14500 1000
15000 1000
15500 1000
16000 1000
16500 1000
17000 1000
17500 1000
18000 1000
18500 1000
19000 1000
19500 1000
20000 1000
20500 1000
21000 1000
21500 1000
22000 1000
22500 1000
23000 1000
23500 1000
24000 1000
24500 1000
25000 1000
25500 1000
26000 1000
26500 1000
27000 1000
27500 1000
28000 1000
28500 1000
29000 1000
29500 1000
30000 1000
30500 1000
31000 1000
31500 1000
32000 1000
32500 1000
33000 1000
33500 1000
34000 1000
34500 1000
35000 1000
35500 1000
36000 1000
36500 1000
37000 1000
37500 1000
38000 1000
38500 1000
39000 1000
39500 1000
40000 1000
40500 1000
41000 1000
41500 1000
42000 1000
42500 1000
43000 1000
43500 1000
44000 1000
44500 1000
45000 1000
45500 1000
46000 1000
46500 1000
47000 1000
47500 1000
48000 1000
48500 1000
49000 1000
49500 1000
50000 1000
50500 1000
51000 1000
51500 1000
52000 1000
52500 1000
53000 1000
53500 1000
54000 1000
54500 1000
55000 1000
55500 1000
56000 1000
56500 1000
57000 1000
57500 1000
58000 1000
58500 1000
59000 1000
59500 1000
60000 1000
60500 1000
61000 1000
61500 1000
62000 1000
62500 1000
63000 1000
63500 1000
64000 1000
64500 1000
65000 1000
65500 1000
66000 1000
66500 1000
67000 1000
67500 1000
68000 1000
68500 1000
69000 1000
69500 1000
70000 1000
70500 1000
71000 1000
71500 1000
72000 1000
72500 1000
73000 1000
73500 1000
74000 1000
74500 1000
75000 1000
75500 1000
76000 1000
76500 1000
77000 1000
77500 1000
78000 1000
78500 1000
79000 1000
79500 1000
80000 1000
80500 1000
81000 1000
81500 1000
82000 1000
82500 1000
83000 1000
83500 1000
84000 1000
84500 1000
85000 1000
85500 1000
86000 1000
86500 1000
87000 1000
87500 1000
88000 1000
88500 1000
89000 1000
89500 1000
90000 1000
90500 1000
91000 1000
91500 1000
92000 1000
92500 1000
93000 1000
93500 1000
94000 1000
94500 1000
95000 1000
95500 1000
96000 1000
96500 1000
97000 1000
97500 1000
98000 1000
98500 1000
99000 1000
99500 1000
